"","title","author","path","date","response"
"459","[問片] 主角暗中保護黑幫老大女兒","ilove305mmm","/bbs/movie/M.1370969569.A.ADA.html"," 6/12","2"
"460","[討論]【哈比人2：荒谷惡龍】預告 勒苟拉斯登場!","tkuaaa","/bbs/movie/M.1370969585.A.3B4.html"," 6/12","爆"
"461","[問片] 約25年前左右的美國奇幻片","apple71","/bbs/movie/M.1370970920.A.94C.html"," 6/12","3"
"462","[普雷]《失戀限時批/結婚周年快樂/何處是天堂》 ","bradcool","/bbs/movie/M.1370971506.A.B4C.html"," 6/12",""
"463","[問片] 一部算是有點老的國片OR港片","weixing","/bbs/movie/M.1370972448.A.E43.html"," 6/12","1"
"464","[問片] 一開始把朋友推下水然後烙跑的愛情片","ofd168","/bbs/movie/M.1370973997.A.22D.html"," 6/12","4"
"465","[問片] 開頭有絞刑的電影","etderain2002","/bbs/movie/M.1370975827.A.089.html"," 6/12","15"
"466","[好雷] 鋼鐵英雄─Welcome to the Planet(有劇情)","enjye129","/bbs/movie/M.1370978368.A.E19.html"," 6/12","4"
"467","[普雷] 玩命關頭6 ","uucb","/bbs/movie/M.1370978797.A.A62.html"," 6/12","1"
"468","[請益] 末路車神片尾曲歌詞","ayumiwang","/bbs/movie/M.1370982514.A.AE0.html"," 6/12","3"
"469","[普雷]《超人：鋼鐵英雄》創造一個更美好的世界 ","bradcool","/bbs/movie/M.1370983485.A.D23.html"," 6/12","19"
"470","[轉錄] 劉燁：受不了別人說我是特軟的男人","wty","/bbs/movie/M.1370995253.A.917.html"," 6/12","10"
"471","[討論] 普羅米修斯真正的解釋","thanos","/bbs/movie/M.1370996255.A.164.html"," 6/12","6"
"472","[請益] 馴龍高手有TV版???","a7420852","/bbs/movie/M.1371001348.A.8BC.html"," 6/12","7"
"473","[新聞]「捍衛戰士2」開拍仍有希望","pili","/bbs/movie/M.1371003578.A.6F2.html"," 6/12","3"
"474","[新聞] 柯南第17彈創紀錄 絕海的偵探破10.8億","pili","/bbs/movie/M.1371004011.A.A84.html"," 6/12","15"
"475","[新聞] 凱薩琳麗塔瓊斯 戲裡醫生戲外病人","sony577","/bbs/movie/M.1371004519.A.86C.html"," 6/12","2"
"476","[新聞] 《怪獸大學》應該開這些課..","mart5301","/bbs/movie/M.1371005247.A.D8A.html"," 6/12","5"
"477","[新聞] 好萊塢大片攻陸 傳被安排自相殘殺","sampsonlu919","/bbs/movie/M.1371005681.A.58C.html"," 6/12","23"
"478","[問片] 一晚發生的事","sixx","/bbs/movie/M.1371006567.A.CE2.html"," 6/12","11"
"479","[資訊] 惡靈古堡連播 AXN ","EijiHoba","/bbs/movie/M.1371007919.A.BB8.html"," 6/12","7"
"480","[討論] 【環太平洋】幕後精采花絮～駕駛艙內幕","northoslo","/bbs/movie/M.1371008582.A.573.html"," 6/12","6"
"481","[普雷] 盜數計時","bllove","/bbs/movie/M.1371009719.A.B1A.html"," 6/12","3"
"482","[普雷] 醉後大丈夫3 從荒唐到成熟的Allen ","linjosh5566","/bbs/movie/M.1371011450.A.811.html"," 6/12","2"
"483","[好雷] 九把刀的 超人：鋼鐵英雄 4DX版本心得","yeary2k","/bbs/movie/M.1371012552.A.5B8.html"," 6/12","2"
"484","[請益] 超人系列到底發生什麼事了","jia926","/bbs/movie/M.1371014913.A.4B8.html"," 6/12","12"
"485","[好雷] 超人 : Man of Steel","KusoPvt","/bbs/movie/M.1371017042.A.5A1.html"," 6/12","3"
"486","[好雷] 末路車神-窮人什麼都沒有 ","dewz","/bbs/movie/M.1371017196.A.17A.html"," 6/12","6"
"487","[好雷] 超人：鋼鐵英雄~原來超人比摳南還厲害~ ","tsukachan","/bbs/movie/M.1371017271.A.3C2.html"," 6/12","9"
"488","[好雷] 超人:無敵破壞王","Ailkernoos","/bbs/movie/M.1371019683.A.448.html"," 6/12","7"
"489","[轉錄] 鄭秀文：我不是靠胡鬧才讓觀眾發笑","wty","/bbs/movie/M.1371019865.A.3C2.html"," 6/12",""
"490","[問片]片尾鬼被冰住的香港鬼片","y19880425","/bbs/movie/M.1371020120.A.395.html"," 6/12","4"
"491","[討論] 今晚九點電影","xFANx","/bbs/movie/M.1371020620.A.02E.html"," 6/12","10"
"492","[好雷] 超人  Man of Steel","strike519","/bbs/movie/M.1371020767.A.118.html"," 6/12","57"
"493","[問片] 白色主題 小島殺人","Ray1212","/bbs/movie/M.1371022459.A.1C0.html"," 6/12","2"
"494","[問片] 一部轉述的電影有關時光停在同一天","euph","/bbs/movie/M.1371023668.A.C21.html"," 6/12","3"
"495","[討論]【白宮末日】4分預告 查寧塔圖x傑米福克斯","tkuaaa","/bbs/movie/M.1371023748.A.B30.html"," 6/12","3"
"496","[無雷] 藥命關係","dressingfrad","/bbs/movie/M.1371024451.A.A78.html"," 6/12",""
"497","[好雷] 超人：鋼鐵英雄 (看第二次)","alljerry04","/bbs/movie/M.1371025681.A.594.html"," 6/12","36"
"498","[好雷] 超人之....爽片~~","unclefucka","/bbs/movie/M.1371025755.A.35D.html"," 6/12",""
"499","[討論] 怪獸大學 目前評價","pacificocean","/bbs/movie/M.1371026081.A.877.html"," 6/12","6"
"500","[好雷] 超人：鋼鐵英雄   重開機，但不夠爽","Lowen","/bbs/movie/M.1371026597.A.C16.html"," 6/12","19"
"501","[片單] 關於幽閉恐懼症的電影?","bingogobin","/bbs/movie/M.1371027604.A.120.html"," 6/12","9"
"502","[爽雷] 鋼鐵英雄 ","MOONY135","/bbs/movie/M.1371028150.A.540.html"," 6/12","27"
"503","[請益] 讓子彈飛 原聲版","pilgrimangus","/bbs/movie/M.1371029187.A.A68.html"," 6/12","2"
"504","[無雷] 鋼鐵英雄的一點感想","sunny1991225","/bbs/movie/M.1371029865.A.687.html"," 6/12","30"
"505","[片單] 徵求""夠好看的"" 驚悚/恐怖/懸疑片","dluog","/bbs/movie/M.1371031193.A.F51.html"," 6/12","25"
"506","[片單] 玩命關頭VS出神入化","ootsepmpmp","/bbs/movie/M.1371031197.A.1E0.html"," 6/12","4"
"507","[好雷] 聽說桐島退社了 ","MrTen","/bbs/movie/M.1371031420.A.00D.html"," 6/12","9"
"508","[討論] 有可能4DX+HFR嗎？","l17","/bbs/movie/M.1371031760.A.543.html"," 6/12","2"
"509","[負雷] 超人鋼鐵英雄","pelier","/bbs/movie/M.1371032418.A.9FD.html"," 6/12",""
"510","[新聞] 哈比人新角色 精靈女戰士吸睛","pili","/bbs/movie/M.1371032425.A.4CD.html"," 6/12","1"
"511","[請益] 超人:鋼鐵英雄打鬥場面部份(有劇情)","Anthonypapa","/bbs/movie/M.1371032756.A.D6E.html"," 6/12","4"
"512","[好雷] 超人 拳拳到肉的爽快打擊","laitpoha999","/bbs/movie/M.1371033243.A.626.html"," 6/12","23"
"513","[心得] 電話謀殺案 Dial M for Murder","penguinhaha","/bbs/movie/M.1371035453.A.975.html"," 6/12","2"
"514","[好雷] 超人:鋼鐵英雄 有脫胎換骨的fu","KidNo5","/bbs/movie/M.1371035753.A.ACB.html"," 6/12","5"
"515","[普雷] man of steel","kao8855","/bbs/movie/M.1371036219.A.3A1.html"," 6/12","8"
"516","[無雷] 超人鋼鐵英雄","Talkman","/bbs/movie/M.1371036393.A.CBE.html"," 6/12","17"
"517","[問片] 母親家暴(外國片)有雷","doremii","/bbs/movie/M.1371037228.A.960.html"," 6/12","4"
"518","[請益] 超人 鋼鐵英雄畫質問題?","Touber","/bbs/movie/M.1371038349.A.3F7.html"," 6/12","5"
"519","[問片] 問一部在監獄裡殺人的片","tbs002532","/bbs/movie/M.1371038739.A.76D.html"," 6/12","4"
"520","[有雷] Man of Steel劇情小問題 ","clark24135","/bbs/movie/M.1371039129.A.516.html"," 6/12","6"
"521","[問片] 一部有關眼睛逐漸看不到的電影","novia1120","/bbs/movie/M.1371039399.A.4BC.html"," 6/12","2"
"522","Re: [好雷] 變態十足的瘋狂假面","rhu","/bbs/movie/M.1371040202.A.146.html"," 6/12","1"
"523","[ 普 雷]腦男觀後主觀雜感 ","susuplay","/bbs/movie/M.1371040394.A.2D5.html"," 6/12","6"
"524","[新聞] 瞭解性高潮！徐若瑄找上性愛高手「三師兄","iam168888888","/bbs/movie/M.1371040452.A.83D.html"," 6/12","2"
"525","[有雷] 超人鋼鐵英雄 關於反派的最後..","p587868","/bbs/movie/M.1371041512.A.CDA.html"," 6/12","30"
"526","[轉錄] 劉嘉玲：我現在很享受孤單","wty","/bbs/movie/M.1371042425.A.365.html"," 6/12","1"
"527","[普雷]鋼鐵英雄觀後感(內有多部超人電影劇透) ","ijyuuin","/bbs/movie/M.1371042617.A.4F4.html"," 6/12","7"
"528","[好雷] man of steel ","mashmabo","/bbs/movie/M.1371043096.A.319.html"," 6/12","5"
"529","[好雷]超人:鋼鐵英雄 man of steel ","wei22","/bbs/movie/M.1371043525.A.3A6.html"," 6/12","7"
"530","[請益] 關於IMDB的問題","HOKAIDO","/bbs/movie/M.1371044340.A.8F0.html"," 6/12","1"
"531","[問片] 一部有關舅舅過世留下私人日記的電影","erarotas","/bbs/movie/M.1371044554.A.26A.html"," 6/12","5"
"532","[請益] 超人應該選那種版本好?","lakers31522","/bbs/movie/M.1371044793.A.1E3.html"," 6/12","9"
"533","[負雷] 超人:鋼鐵英雄---七龍珠武打 ","ckshchen","/bbs/movie/M.1371044890.A.A2A.html"," 6/12","53"
"534","Fw: [心得] 鋼鐵英雄+4DX(大好雷)","lifehunter","/bbs/movie/M.1371045035.A.95C.html"," 6/12","1"
"535","[問片] 張學友電影有下雨場景","imum0224","/bbs/movie/M.1371045278.A.3CE.html"," 6/12",""
"536","[好雷] 超人：鋼鐵英雄～衝破難關，你將變得更強","paulyear","/bbs/movie/M.1371045547.A.5B7.html"," 6/12","3"
"537","[好雷] 鋼鐵英雄 除了動作好像預告都演完了 ","fiftycent","/bbs/movie/M.1371046766.A.05D.html"," 6/12","4"
"538","[閒聊] 狂沙十萬里","KasmirLo","/bbs/movie/M.1371047580.A.19D.html"," 6/12","4"
"539","[新聞] 慟！香港金像獎女配角蘇杏璇病逝　享壽61歲","hot5566","/bbs/movie/M.1371047818.A.6AE.html"," 6/12","6"
"540","[請益] 超人:鋼鐵英雄的彩蛋雷","ryowu","/bbs/movie/M.1371048236.A.930.html"," 6/12","13"
"541","[好雷] 超人:鋼鐵英雄 漫畫實體化的毀滅戰","NANJO1569","/bbs/movie/M.1371048706.A.936.html"," 6/12","4"
"542","[好雷] Man of Steel鋼鐵英雄","MoseHas","/bbs/movie/M.1371048719.A.AA3.html"," 6/12","1"
"543","[心得] 超人：鋼鐵英雄（好雷）","zhiyue","/bbs/movie/M.1371048768.A.A5A.html"," 6/12",""
"544","[討論] 奉俊昊好萊屋新片Snowpiercer首支預告","beckseaton","/bbs/movie/M.1371048806.A.A2C.html"," 6/12","15"
"545","[問片] 有位警探在後車廂內","ssvs","/bbs/movie/M.1371048875.A.2CC.html"," 6/12","1"
"546","[好雷] 超人電影的新格局：Man of Steel","infkentlust","/bbs/movie/M.1371049016.A.AC7.html"," 6/12","17"
"547","[好雷]<超人：鋼鐵之軀>超人的力量之美 ","brioche","/bbs/movie/M.1371050021.A.E2C.html"," 6/12","6"
"548","[普雷] 另一個平行世界的超人","luckylizzie","/bbs/movie/M.1371050822.A.2FC.html"," 6/12","9"
"549","[閒聊] 如果蝙蝠俠重開機怎麼拍","s944939","/bbs/movie/M.1371050839.A.544.html"," 6/12","7"
"550","[問片] 一部關於醫院的長片","TitanChao","/bbs/movie/M.1371050930.A.FC7.html"," 6/12","7"
"551","[好雷]Man of Steel鋼鐵英雄-鄉關何處? ","oliverscome","/bbs/movie/M.1371051162.A.BA3.html"," 6/12","5"
"552","[請益] 超人 : 鋼鐵英雄的音樂","waitingu","/bbs/movie/M.1371051276.A.C78.html"," 6/12","9"
"553","[討論]【黛安娜王妃】前導預告 娜歐蜜華茲詮釋","tkuaaa","/bbs/movie/M.1371051665.A.390.html"," 6/12","14"
"554","[好雷] 討論一下超人的打戲","frontin","/bbs/movie/M.1371051793.A.D3C.html"," 6/12","15"
"555","Fw: [問卦] 好萊屋黑人男星無法和白人女星拍愛情片?","judasprist","/bbs/movie/M.1371052569.A.EFE.html"," 6/12","20"
"556","[新聞] 娛樂周刊欽點 《麻辣嬌鋒》暑假最強黑馬","sampsonlu919","/bbs/movie/M.1371053889.A.B24.html"," 6/13","2"
"557","[普雷] 超人再起不能? 鋼鐵英雄","a34567","/bbs/movie/M.1371054016.A.100.html"," 6/13","7"
"558","[負雷]鋼鐵超人 ","mkoiu","/bbs/movie/M.1371054394.A.10F.html"," 6/13",""
"559","[新聞] 新超人電影 確定籌拍續集","pili","/bbs/movie/M.1371054442.A.DED.html"," 6/13","9"
"560","[好雷] 超人：鋼鐵英雄","Ringostar","/bbs/movie/M.1371054648.A.882.html"," 6/13",""
"561","[負雷]  超人鋼鐵英雄-標題下了就雷爆了","lrock","/bbs/movie/M.1371054693.A.2F2.html"," 6/13",""
"562","[好雷] Man of Steel及超級英雄電影的導演們","ayrtonvitas","/bbs/movie/M.1371055523.A.EE3.html"," 6/13","8"
"563","[好雷] 地球過後小小心得","tim3718335","/bbs/movie/M.1371056107.A.991.html"," 6/13","15"
"564","[負雷] 有點失望的超人","skateboy","/bbs/movie/M.1371056191.A.783.html"," 6/13","8"
"565","[好雷] 超人：鋼鐵英雄","BIKOMAN","/bbs/movie/M.1371056672.A.350.html"," 6/13","4"
"566","[負雷] 超人-鋼鐵英雄","psychic","/bbs/movie/M.1371056846.A.03B.html"," 6/13",""
"567","[負雷] 超人鋼鐵之軀－－令人失望的英雄","a5378623","/bbs/movie/M.1371058468.A.787.html"," 6/13","23"
"568","[好雷] 超人:鋼鐵英雄 新超人的個性","NANJO1569","/bbs/movie/M.1371058639.A.6BE.html"," 6/13","3"
"569","[好雷] 超人-鋼鐵英雄","nvidia123","/bbs/movie/M.1371058698.A.4EA.html"," 6/13","11"
"570","Fw: [普雷] ManOfSteEl  雷","les5277","/bbs/movie/M.1371059603.A.851.html"," 6/13",""
"571","[片單] 主角其實不是主角的片","stoud","/bbs/movie/M.1371063556.A.997.html"," 6/13","51"
"572","[好雷] Superman介於人與神間的意涵 ","wwaahhaa","/bbs/movie/M.1371064212.A.780.html"," 6/13","20"
"573","[請益] 醉後大丈夫3 裡頭的一首歌~","w7717","/bbs/movie/M.1371065546.A.D5C.html"," 6/13","1"
"574","[心得] 痞子英雄 首部曲","engra","/bbs/movie/M.1371065965.A.DF3.html"," 6/13","11"
"575","[好雷]《沉睡美人》-真實安樂死事件改編 ","bradcool","/bbs/movie/M.1371069007.A.54C.html"," 6/13","2"
"576","[新聞] 國片逆勢而起 楊雅喆：會紅到暑假尾","octobird","/bbs/movie/M.1371070618.A.812.html"," 6/13","3"
"577","[新聞] 中國電影節揭幕 成龍將訪印度","talin5814","/bbs/movie/M.1371070653.A.E79.html"," 6/13",""
"578","[新聞] 去年，國片的衰退年…","octobird","/bbs/movie/M.1371070673.A.358.html"," 6/13","22"
"579","Re: [討論] 超人跟鋼鐵人誰飛得比較快?","NuCat","/bbs/movie/M.1371071857.A.557.html"," 6/13","24"
"580","[微雷] 超人系列電影的小常識","Talkman","/bbs/movie/M.1371076851.A.F17.html"," 6/13","27"
"581","[討論]【300壯士2:帝國崛起】首波預告","tkuaaa","/bbs/movie/M.1371081055.A.069.html"," 6/13","23"
"582","[新聞]「世界末日」耍幽默 大明星演自己","pili","/bbs/movie/M.1371083128.A.2D3.html"," 6/13",""
"583","[轉錄] 張榮吉:王家衛開了一扇門","wty","/bbs/movie/M.1371085621.A.61E.html"," 6/13","5"
"584","[討論] 基努李維新片「太極俠」預告","beckseaton","/bbs/movie/M.1371087101.A.E25.html"," 6/13","58"
"585","[請益] 關於超人","m41512","/bbs/movie/M.1371090177.A.D31.html"," 6/13","4"
"586","[有雷] 超人:鋼鐵英雄 關於ZOD...","Loverukawa","/bbs/movie/M.1371094656.A.172.html"," 6/13","17"
"587","[贈票] 中部限定-可愛的[神偷奶爸２]留言贈票唷","reneebsb","/bbs/movie/M.1371096941.A.FD6.html"," 6/13",""
"588","Re: [有雷] 超人:鋼鐵英雄 關於ZOD...","f4umoe","/bbs/movie/M.1371098674.A.D76.html"," 6/13","1"
"589","Re: [討論] 基努李維新片「太極俠」預告","s944939","/bbs/movie/M.1371099924.A.B65.html"," 6/13","8"
"590","[討論]【金鋼狼2：武士之戰】再曝新預告","tkuaaa","/bbs/movie/M.1371100140.A.77E.html"," 6/13","23"
"591","[問片] 政治人物的老婆好像有第三者(驚爆危城)","LaReine","/bbs/movie/M.1371101267.A.DF4.html"," 6/13","1"
"592","[問片] 日本一部在醫院的恐怖片","anif","/bbs/movie/M.1371102976.A.F75.html"," 6/13","4"
"593","[討論] 【陰兒房2】恐怖海報、劇照","nerve333","/bbs/movie/M.1371103955.A.FA4.html"," 6/13","7"
"594","Re: [好雷] 聽說桐島退社了 ","filmwalker","/bbs/movie/M.1371104410.A.BC8.html"," 6/13","1"
"595","[好雷] 超人：鋼鐵英雄---感性的超人阿!","forgetmyself","/bbs/movie/M.1371104632.A.F3B.html"," 6/13","7"
"596","[轉錄] 基努‧李維：《太極俠》不是超能英雄","wty","/bbs/movie/M.1371105880.A.7B1.html"," 6/13","4"
"597","[請益] 超人:鋼鐵英雄的疑問?(有雷)","thanos","/bbs/movie/M.1371107627.A.731.html"," 6/13","5"
"598","[片單] 搖滾樂背景音樂貫穿","satoru1267","/bbs/movie/M.1371108638.A.9D5.html"," 6/13","35"
"599","[好雷] 超人:鋼鐵英雄","ivanism","/bbs/movie/M.1371109565.A.719.html"," 6/13","1"
"600","[討論]【美國隊長2】黑寡婦和美國隊長驚人發展?","northoslo","/bbs/movie/M.1371112252.A.0D1.html"," 6/13","9"
"601","[好雷] 聽說桐島退社了","famober","/bbs/movie/M.1371113482.A.183.html"," 6/13","2"
"602","[好雷] 超人：鋼鐵英雄---感人的片段 & 片中問題","IKEA9","/bbs/movie/M.1371113596.A.E01.html"," 6/13","15"
"603","[負雷] 腦男... ","kiddmonster","/bbs/movie/M.1371113986.A.6DF.html"," 6/13","6"
"604","[請益] 微電影問卷","cornjb","/bbs/movie/M.1371114443.A.A2E.html"," 6/13",""
"605","[贈票] 《不二神探》電影交換卷","boneyshan","/bbs/movie/M.1371114951.A.E17.html"," 6/13",""
"606","Re: [負雷] 超人-鋼鐵英雄","njo6ck6","/bbs/movie/M.1371115519.A.152.html"," 6/13",""
"607","Re: [討論] 【環太平洋】幕後精采花絮～駕駛艙內幕","scrubber","/bbs/movie/M.1371116203.A.A9C.html"," 6/13","4"
"608","Re: [討論] 超人跟鋼鐵人誰飛得比較快?","IAN48","/bbs/movie/M.1371116327.A.770.html"," 6/13","10"
"609","Re: [負雷] 有點失望的超人","jonneth","/bbs/movie/M.1371116392.A.865.html"," 6/13","3"
"610","[手機雷] 鋼鐵超人","pianoluke","/bbs/movie/M.1371117592.A.145.html"," 6/13",""
"611","[討論] 關於MoS裡的諾蘭","t13thbc","/bbs/movie/M.1371117822.A.059.html"," 6/13","11"
"612","Re: [負雷] 有點失望的超人","shark157","/bbs/movie/M.1371118917.A.803.html"," 6/13","3"
"613","Re: [好雷] 討論一下超人的打戲","alains","/bbs/movie/M.1371122339.A.8AA.html"," 6/13","6"
"614","[問片] 一對夫婦住進鬼屋的溫馨鬼片(吉屋藏嬌)","greatest1006","/bbs/movie/M.1371122511.A.D38.html"," 6/13","9"
"615","Re: [負雷] 有點失望的超人","chiawei1124","/bbs/movie/M.1371122682.A.445.html"," 6/13",""
"616","[新聞] 安錫動畫影展 呂慶龍讚台灣隊","iam168888888","/bbs/movie/M.1371124399.A.D93.html"," 6/13",""
"617","[負雷]天機 富春山居圖","redevilc","/bbs/movie/M.1371125914.A.253.html"," 6/13","15"
"618","[新聞] 凱莉墨里根婉拒扮演「美國前國務卿」","Sparksfly","/bbs/movie/M.1371126816.A.C27.html"," 6/13","2"
"619","[新聞] 威爾票房失靈 地球劇情如傳教","sampsonlu919","/bbs/movie/M.1371129008.A.6D6.html"," 6/13","8"
"620","[請益] 超人和守護者比較起來那部較優呢","DDD","/bbs/movie/M.1371130186.A.A68.html"," 6/13","19"
"621","[討論]《 古墓奇兵》蘿拉重新開機  女編劇來頭大","northoslo","/bbs/movie/M.1371130198.A.A04.html"," 6/13","21"
"622","[普好雷]腦男 ","diess","/bbs/movie/M.1371130300.A.24F.html"," 6/13","10"
"623","[請益] 超人與其他英雄相比","luluhihi","/bbs/movie/M.1371130339.A.D91.html"," 6/13","2"
"624","Re: [負雷] 有點失望的超人","a34567","/bbs/movie/M.1371130517.A.D68.html"," 6/13","5"
"625","[新聞] 最強「負面行銷」　華仔新片越罵賣越好","azzo","/bbs/movie/M.1371130581.A.31B.html"," 6/13","8"
"626","[新聞] 小成本創高票房 伊森霍克：好像羅賓漢","sampsonlu919","/bbs/movie/M.1371131038.A.B36.html"," 6/13","9"
"627","[好雷]超人-鋼鐵英雄 MOS 比想像中好","sellgd","/bbs/movie/M.1371131295.A.461.html"," 6/13","8"
"628","Re: [請益] 超人與其他英雄相比","t13thbc","/bbs/movie/M.1371131545.A.E0F.html"," 6/13","3"
"629","[好雷]超人____ZOD的原因 ","lesan21","/bbs/movie/M.1371131689.A.C87.html"," 6/13",""
"630","[好雷]金甲部隊/Full Metal Jacket ","hellokidding","/bbs/movie/M.1371133460.A.0BE.html"," 6/13","5"
"631","[好雷] 其實Man of Steel並沒有讓我失望 ","BatmanII","/bbs/movie/M.1371133557.A.4A4.html"," 6/13","3"
"632","[轉錄] 杜琪峰：沒有分級制本身就是問題","wty","/bbs/movie/M.1371134090.A.AFE.html"," 6/13",""
"633","[活動] 微電影徵選說明會+拍攝技巧講座","SunsetC","/bbs/movie/M.1371134760.A.AB5.html"," 6/13",""
"634","[好雷] 打戲滿點的超人:鋼鐵英雄","ooic","/bbs/movie/M.1371134781.A.904.html"," 6/13","1"
"635","[好雷] 《超人：鋼鐵英雄》by（時光之硯）","NEKObus","/bbs/movie/M.1371135044.A.3EA.html"," 6/13","40"
"636","[好雷] 鋼鐵英雄","jabawock","/bbs/movie/M.1371135047.A.0BF.html"," 6/13","6"
"637","[討論] 淒厲人妻好像還不錯耶","g89943291","/bbs/movie/M.1371136688.A.B9E.html"," 6/13","17"
"638","[負雷] 便宜行事的 超人-鋼鐵英雄","firehousehot","/bbs/movie/M.1371137099.A.965.html"," 6/13","56"
"639","[問片] 印象中叫""美麗XX""的電影(已解決)","anemoway","/bbs/movie/M.1371137143.A.276.html"," 6/13","4"
"640","[新聞] 台北電影節神秘場《致青春》趙薇隨片來台","Ruke","/bbs/movie/M.1371137894.A.AB7.html"," 6/13",""
"641","[負雷]《超人鋼鐵英雄》又多了個懶爛的超級英雄","ash1118","/bbs/movie/M.1371137900.A.C7D.html"," 6/13",""
"642","[偏好雷]超人-鋼鐵英雄","newniceboy","/bbs/movie/M.1371137919.A.BFA.html"," 6/13","1"
"643","Re: [討論]【哈比人2】精靈三人組見粉絲看預告反應~ ","mp6m06","/bbs/movie/M.1371138382.A.A98.html"," 6/13","15"
"644","[負雷] 劇情不合理的鋼鐵英雄 ","AvatarState","/bbs/movie/M.1371138638.A.8D2.html"," 6/13","10"
"645","[片單]宅在家裡 適合的電影馬拉松","parker16","/bbs/movie/M.1371139149.A.87D.html"," 6/13","37"
"646","[討論] 史蒂芬 霍金傳記電影男主角人選","beckseaton","/bbs/movie/M.1371139578.A.371.html"," 6/14","14"
"647","[新聞] 影評《超人：鋼鐵英雄》、《藥命關係》","mart5301","/bbs/movie/M.1371139601.A.2B5.html"," 6/14",""
"648","Re: [討論] 基努李維新片「太極俠」預告","meidoku","/bbs/movie/M.1371139858.A.E25.html"," 6/14","4"
"649","[新聞] 華仔《富春》負評太給力《逆光》被排擠","NCKUkobe","/bbs/movie/M.1371140505.A.2D4.html"," 6/14","4"
"650","[負雷]鋼鐵英雄 ","mkoiu","/bbs/movie/M.1371141648.A.945.html"," 6/14","X1"
"651","[無雷] 藥命關係：就進場吧！:D","prc","/bbs/movie/M.1371143018.A.07D.html"," 6/14","5"
"652","[負雷] 遠離西藏 ","Answerme","/bbs/movie/M.1371143938.A.A61.html"," 6/14","1"
"653","[好雷] 戀戀大吉嶺 Barfi","colorfuljill","/bbs/movie/M.1371144033.A.1FD.html"," 6/14","8"
"654","[討論] 《出神入化》犯案動機的矛盾點","npustccw","/bbs/movie/M.1371146031.A.FD7.html"," 6/14","3"
"655","Re: [負雷]鋼鐵英雄 ","vjuko","/bbs/movie/M.1371146429.A.5CD.html"," 6/14","7"
"656","[好雷] 天倫之旅","waliilae","/bbs/movie/M.1371146594.A.F39.html"," 6/14","7"
"657","[好雷] 很不錯的超人-鋼鐵英雄","lubin3th","/bbs/movie/M.1371148606.A.5DC.html"," 6/14","4"
"658","[好雷] 鋼鐵英雄，鋼鐵意志。","gossipking","/bbs/movie/M.1371149558.A.74B.html"," 6/14","10"
"659","[請益] 看完地下弒的疑問","eternia0920","/bbs/movie/M.1371151098.A.A4A.html"," 6/14","1"
"660","[好雷] 拍賣人生 ","answerai3","/bbs/movie/M.1371154083.A.C61.html"," 6/14","3"
"661","[普雷] 超人 剪接師的功力","garnett1118","/bbs/movie/M.1371156639.A.3FA.html"," 6/14",""
"662","[普雷] 超人-Man Of Steel ","TouchAgain","/bbs/movie/M.1371157325.A.7E4.html"," 6/14","10"
"663","[好雷] 超人：鋼鐵英雄","CHENJD","/bbs/movie/M.1371161025.A.DC2.html"," 6/14","10"
"664","[新聞] Terminator 5","JacqueJones","/bbs/movie/M.1371161586.A.8A0.html"," 6/14","18"
"665","[討論]【極樂世界】新預告 麥特戴蒙X第九禁區導演","tkuaaa","/bbs/movie/M.1371168144.A.43B.html"," 6/14","21"
"666","[轉錄] 劉德華談新片富春山居圖","wty","/bbs/movie/M.1371169509.A.D9D.html"," 6/14","11"
"667","[好雷]鋼鐵英雄 巧婦為無米炊 ","AQUANGEL","/bbs/movie/M.1371170755.A.166.html"," 6/14","11"
"668","[贈票] <實習大叔>答題抽特映券","fine1026","/bbs/movie/M.1371173165.A.315.html"," 6/14",""
"669","[好雷]《得獎的是…莉莉阿姨》大家叫不出來的名","bradcool","/bbs/movie/M.1371173591.A.178.html"," 6/14","4"
"670","[有雷] man of steel疑問 ","ALL4927","/bbs/movie/M.1371174474.A.F8D.html"," 6/14","28"
"671","[新聞] 【再一次初戀】初嘗禁果","kmovie","/bbs/movie/M.1371177835.A.33D.html"," 6/14",""
"672","[新聞] 【親你跟我這樣做】巴黎歌劇院全裸演出","kmovie","/bbs/movie/M.1371177995.A.816.html"," 6/14","1"
"673","[請益] 超人-鋼鐵英雄的某一幕","jackwei0117","/bbs/movie/M.1371178412.A.403.html"," 6/14","5"
"674","[討論] 反派角色經典台詞","smalllily","/bbs/movie/M.1371180938.A.F63.html"," 6/14","爆"
"675","[選片] 超人&出神入化","Roope","/bbs/movie/M.1371182080.A.834.html"," 6/14","16"
"676","[討論] 出神入化","TINFAN","/bbs/movie/M.1371182560.A.CD8.html"," 6/14","2"
"677","[新聞] 大明星接爛片 也有不想說的秘密","filmwalker","/bbs/movie/M.1371182879.A.FD0.html"," 6/14","9"
"678","[討論] 鋼鐵英雄","hume","/bbs/movie/M.1371183874.A.E5C.html"," 6/14","12"
"679","[贈票] 【南部限定】留言抽＜神偷奶爸２＞特映票","reneebsb","/bbs/movie/M.1371184020.A.BA4.html"," 6/14",""
"680","[問片] 一部有兩個警察","krokopaja","/bbs/movie/M.1371184537.A.409.html"," 6/14","4"
"681","[吐雷] 鋼鐵超人不得不吐的理由","littlehero","/bbs/movie/M.1371185627.A.14E.html"," 6/14",""
